frame,time,ROI,R,G,B
370,10827.71922,right temporal,60.74766355140187,51.19626168224299,47.154205607476634
370,10827.71922,left malar,188.27556512378902,144.43272335844995,144.35199138858988
370,10827.71922,right malar,186.48637602179838,142.4673024523161,142.42643051771117
370,10827.71922,left lower cheek,148.70182291666666,120.31380208333333,117.02734375
370,10827.71922,right lower cheek,169.29880478087648,131.6374501992032,128.1195219123506
370,10827.71922,chin,163.21076923076924,129.67538461538462,126.57846153846154
370,10827.71922,left marionette fold,149.48986486486487,120.90878378378379,118.19932432432432
370,10827.71922,right marionette fold,156.36190476190475,125.69047619047619,120.29523809523809
371,10856.983326000001,lower medial forehead,214.5222816399287,170.75935828877004,169.04634581105168
371,10856.983326000001,left lower lateral forehead,193.88369152970924,149.49431099873578,146.48546144121366
371,10856.983326000001,right lower lateral forehead,179.4957264957265,138.14387464387465,134.3988603988604
371,10856.983326000001,glabella,194.1638655462185,147.69327731092437,142.96638655462183
371,10856.983326000001,upper nasal dorsum,191.52747252747253,148.53846153846155,143.08241758241758
371,10856.983326000001,lower nasal dorsum,205.89403973509934,159.46357615894038,156.4569536423841
371,10856.983326000001,soft triangle,179.38513513513513,137.47972972972974,132.18243243243242
371,10856.983326000001,left ala,172.72413793103448,131.71264367816093,125.01149425287356
371,10856.983326000001,right ala,178.89705882352942,136.73529411764707,131.39705882352942
371,10856.983326000001,nasal tip,209.69473684210527,162.38947368421051,158.26315789473685
371,10856.983326000001,left lower nasal sidewall,181.10526315789474,137.82456140350877,131.21052631578948
371,10856.983326000001,right lower nasal sidewall,182.1851851851852,138.50617283950618,132.2469135802469
371,10856.983326000001,left mid nasal sidewall,182.6904761904762,143.0595238095238,137.63095238095238
371,10856.983326000001,right mid nasal sidewall,184.09375,141.328125,136.515625
371,10856.983326000001,philtrum,185.94827586206895,138.83333333333334,137.36206896551724
371,10856.983326000001,left upper lip,183.36486486486487,139.88513513513513,136.8716216216216
371,10856.983326000001,right upper lip,186.37692307692308,143.12307692307692,138.23076923076923
371,10856.983326000001,left nasolabial fold,188.9578947368421,149.1263157894737,142.99473684210525
371,10856.983326000001,right nasolabial fold,191.46385542168676,149.789156626506,142.6987951807229
371,10856.983326000001,left temporal,93.85555555555555,71.99777777777778,68.6
371,10856.983326000001,right temporal,61.482608695652175,51.8304347826087,48.18260869565217
371,10856.983326000001,left malar,188.2185501066098,144.29957356076758,144.52878464818764
371,10856.983326000001,right malar,186.3991825613079,142.2275204359673,142.16485013623978
371,10856.983326000001,left lower cheek,149.76,120.83741935483872,117.44387096774193
371,10856.983326000001,right lower cheek,169.508,131.344,127.91
371,10856.983326000001,chin,163.89099526066352,130.10900473933648,127.01895734597156
371,10856.983326000001,left marionette fold,149.46953405017922,121.16487455197132,118.61648745519713
371,10856.983326000001,right marionette fold,157.13235294117646,126.50490196078431,121.23529411764706
372,10886.247432,lower medial forehead,214.34615384615384,170.44230769230768,168.7762237762238
372,10886.247432,left lower lateral forehead,193.39670468948034,148.7110266159696,145.5703422053232
372,10886.247432,right lower lateral forehead,179.45042492917847,138.30169971671387,134.73229461756375
372,10886.247432,glabella,193.87465181058496,146.97632311977716,142.60724233983288
372,10886.247432,upper nasal dorsum,191.35164835164835,148.16758241758242,143.14835164835165
372,10886.247432,lower nasal dorsum,205.8774193548387,159.2774193548387,155.91612903225806
372,10886.247432,soft triangle,181.26896551724138,139.11724137931034,133.95172413793102
372,10886.247432,left ala,174.16129032258064,133.16129032258064,127.50537634408602
372,10886.247432,right ala,179.11764705882354,136.27941176470588,131.44117647058823
372,10886.247432,nasal tip,209.83333333333334,162.54166666666666,157.58333333333334
372,10886.247432,left lower nasal sidewall,181.9099099099099,138.02702702702703,131.36036036036037
372,10886.247432,right lower nasal sidewall,181.98765432098764,138.74074074074073,132.08641975308643
372,10886.247432,left mid nasal sidewall,183.17073170731706,142.109756097561,137.8048780487805
372,10886.247432,right mid nasal sidewall,184.484375,141.53125,135.890625
372,10886.247432,philtrum,186.34285714285716,138.46285714285713,137.6457142857143
372,10886.247432,left upper lip,183.19727891156464,139.9251700680272,136.9047619047619
372,10886.247432,right upper lip,186.0487804878049,142.21951219512195,137.33333333333334
372,10886.247432,left nasolabial fold,188.525,149.05,142.48
372,10886.247432,right nasolabial fold,191.8081395348837,149.9593023255814,142.12790697674419
372,10886.247432,left temporal,92.46593406593406,70.77582417582417,67.81318681318682
372,10886.247432,right temporal,59.967289719626166,50.691588785046726,46.97196261682243
372,10886.247432,left malar,187.614406779661,143.58262711864407,143.85805084745763
372,10886.247432,right malar,185.97970230040596,141.5791610284168,141.6833558863329
372,10886.247432,left lower cheek,149.1522309711286,120.56167979002625,117.16535433070867
372,10886.247432,right lower cheek,169.056,131.284,128.068
372,10886.247432,chin,163.74414976599064,130.21840873634946,126.97971918876755
372,10886.247432,left marionette fold,149.6885813148789,121.2076124567474,118.57439446366782
372,10886.247432,right marionette fold,157.26470588235293,126.50490196078431,121.48529411764706
373,10915.511538,lower medial forehead,214.2421052631579,170.43157894736842,169.03859649122808
373,10915.511538,left lower lateral forehead,193.02154626108998,148.75792141951837,145.67046894803548
373,10915.511538,right lower lateral forehead,180.14492753623188,138.75507246376813,135.0463768115942
373,10915.511538,glabella,194.0740223463687,147.08659217877096,142.68156424581005
373,10915.511538,upper nasal dorsum,191.4668508287293,148.45303867403314,143.3038674033149
373,10915.511538,lower nasal dorsum,205.7290322580645,159.16774193548386,155.95483870967743
373,10915.511538,soft triangle,181.04137931034484,138.8551724137931,133.49655172413793
373,10915.511538,left ala,173.94623655913978,132.93548387096774,127.03225806451613
373,10915.511538,right ala,179.0,136.2941176470588,131.51470588235293
373,10915.511538,nasal tip,209.82291666666666,162.21875,157.41666666666666
373,10915.511538,left lower nasal sidewall,181.40540540540542,138.38738738738738,131.72072072072072
373,10915.511538,right lower nasal sidewall,182.19753086419752,138.54320987654322,132.01234567901236
373,10915.511538,left mid nasal sidewall,183.3780487804878,142.28048780487805,138.0121951219512
373,10915.511538,right mid nasal sidewall,184.375,141.265625,136.078125
373,10915.511538,philtrum,186.01142857142858,138.54285714285714,137.02285714285713
373,10915.511538,left upper lip,183.20408163265307,139.54421768707482,136.42176870748298
373,10915.511538,right upper lip,185.7642276422764,142.0731707317073,137.4308943089431
373,10915.511538,left nasolabial fold,188.48,148.935,142.785
373,10915.511538,right nasolabial fold,191.71511627906978,149.6627906976744,142.47093023255815
373,10915.511538,left temporal,94.41189427312776,72.32599118942731,68.84361233480176
373,10915.511538,right temporal,61.87826086956522,52.243478260869566,48.03478260869565
373,10915.511538,left malar,188.15005359056806,144.11361200428723,144.06752411575562
373,10915.511538,right malar,186.19754768392372,141.8283378746594,142.16893732970027
373,10915.511538,left lower cheek,149.249343832021,120.56824146981627,117.43700787401575
373,10915.511538,right lower cheek,169.65454545454546,131.65050505050505,128.53939393939393
373,10915.511538,chin,164.00153846153847,129.96153846153845,126.7523076923077
373,10915.511538,left marionette fold,149.74,121.04333333333334,118.13333333333334
373,10915.511538,right marionette fold,156.77184466019418,126.10194174757281,121.12621359223301
374,10944.775644000001,lower medial forehead,214.2280701754386,170.23157894736843,168.84912280701755
374,10944.775644000001,left lower lateral forehead,193.08871989860583,148.5361216730038,145.50316856780736
374,10944.775644000001,right lower lateral forehead,178.6736694677871,137.26750700280112,133.8403361344538
374,10944.775644000001,glabella,193.91340782122904,147.00977653631284,142.64245810055866
374,10944.775644000001,upper nasal dorsum,191.70360110803324,148.2742382271468,143.2742382271468
374,10944.775644000001,lower nasal dorsum,205.74834437086093,159.1456953642384,156.158940397351
374,10944.775644000001,soft triangle,178.32432432432432,136.18243243243242,130.86486486486487
374,10944.775644000001,left ala,172.70652173913044,131.66304347826087,126.32608695652173
374,10944.775644000001,right ala,179.05882352941177,136.48529411764707,131.33823529411765
374,10944.775644000001,nasal tip,209.73684210526315,162.18947368421053,157.65263157894736
374,10944.775644000001,left lower nasal sidewall,181.02586206896552,137.95689655172413,131.58620689655172
374,10944.775644000001,right lower nasal sidewall,182.4320987654321,138.5679012345679,132.07407407407408
374,10944.775644000001,left mid nasal sidewall,183.21951219512195,142.1829268292683,137.5731707317073
374,10944.775644000001,right mid nasal sidewall,184.5625,141.4375,136.125
374,10944.775644000001,philtrum,186.04022988505747,138.52298850574712,137.07471264367817
374,10944.775644000001,left upper lip,183.22972972972974,138.83783783783784,135.9527027027027
374,10944.775644000001,right upper lip,186.07692307692307,142.46923076923076,137.7846153846154
374,10944.775644000001,left nasolabial fold,189.17368421052632,148.91052631578947,143.46315789473684
374,10944.775644000001,right nasolabial fold,191.32530120481928,149.7710843373494,142.14457831325302
374,10944.775644000001,left temporal,92.2989010989011,70.55604395604395,67.22857142857143
374,10944.775644000001,right temporal,60.009433962264154,50.783018867924525,47.06603773584906
374,10944.775644000001,left malar,187.5021186440678,143.74046610169492,143.6260593220339
374,10944.775644000001,right malar,186.09866666666667,142.016,142.248
374,10944.775644000001,left lower cheek,149.98451612903227,120.81032258064516,117.55225806451612
374,10944.775644000001,right lower cheek,168.22287968441813,130.8422090729783,127.65483234714004
374,10944.775644000001,chin,163.7644305772231,130.1669266770671,126.98127925117005
374,10944.775644000001,left marionette fold,149.81533101045295,121.13937282229965,118.57142857142857
374,10944.775644000001,right marionette fold,156.87254901960785,126.04901960784314,121.50490196078431
375,10974.03975,lower medial forehead,214.47008547008548,170.92307692307693,169.65470085470085
375,10974.03975,left lower lateral forehead,193.8925,149.145,146.4075
375,10974.03975,right lower lateral forehead,179.42776203966005,137.91076487252124,134.57223796033995
375,10974.03975,glabella,195.004329004329,147.72005772005772,143.41414141414143
375,10974.03975,upper nasal dorsum,191.21467391304347,147.81521739130434,142.72282608695653
375,10974.03975,lower nasal dorsum,205.34193548387097,158.84516129032258,156.06451612903226
375,10974.03975,soft triangle,180.06040268456377,137.69127516778522,132.89261744966444
375,10974.03975,left ala,173.8125,132.69791666666666,126.23958333333333
375,10974.03975,right ala,179.74324324324326,136.78378378378378,131.52702702702703
375,10974.03975,nasal tip,210.07619047619048,161.3904761904762,157.01904761904763
375,10974.03975,left lower nasal sidewall,181.33333333333334,138.39473684210526,131.50877192982455
375,10974.03975,right lower nasal sidewall,183.57142857142858,138.60714285714286,132.6904761904762
375,10974.03975,left mid nasal sidewall,183.3170731707317,142.890243902439,137.7560975609756
375,10974.03975,right mid nasal sidewall,184.92307692307693,141.6769230769231,136.26153846153846
375,10974.03975,philtrum,185.02209944751382,137.1657458563536,136.05524861878453
375,10974.03975,left upper lip,182.72108843537416,138.12244897959184,136.00680272108843
375,10974.03975,right upper lip,185.6769230769231,141.7076923076923,137.26923076923077
375,10974.03975,left nasolabial fold,189.16,149.17,143.46
375,10974.03975,right nasolabial fold,191.21686746987953,149.49397590361446,142.48192771084337
375,10974.03975,left temporal,97.45011086474501,74.45232815964523,71.28381374722838
375,10974.03975,right temporal,59.7196261682243,50.574766355140184,46.481308411214954
375,10974.03975,left malar,189.00432432432433,144.76756756756757,145.04324324324324
375,10974.03975,right malar,186.24802110817942,142.0197889182058,142.31662269129288
375,10974.03975,left lower cheek,154.25099075297226,122.54029062087186,119.28401585204756
375,10974.03975,right lower cheek,168.24070450097847,130.84148727984345,127.9334637964775
375,10974.03975,chin,163.89043209876544,130.09413580246914,126.83487654320987
375,10974.03975,left marionette fold,150.27573529411765,121.71691176470588,118.98529411764706
375,10974.03975,right marionette fold,156.0045871559633,124.87155963302752,119.72018348623853
376,11003.303856,lower medial forehead,214.56920415224914,171.16608996539793,169.88062283737025
376,11003.303856,left lower lateral forehead,194.23,149.10375,146.32125
376,11003.303856,right lower lateral forehead,178.6661931818182,137.20738636363637,133.78835227272728
376,11003.303856,glabella,195.58227848101265,148.48101265822785,144.58790436005626
376,11003.303856,upper nasal dorsum,190.7688172043011,147.58333333333334,142.4811827956989
376,11003.303856,lower nasal dorsum,205.1456953642384,158.88741721854305,156.19867549668874
376,11003.303856,soft triangle,181.46835443037975,139.03164556962025,133.66455696202533
376,11003.303856,left ala,173.55555555555554,132.16666666666666,126.21111111111111
376,11003.303856,right ala,178.9264705882353,136.88235294117646,131.36764705882354
376,11003.303856,nasal tip,210.83870967741936,161.68817204301075,157.6021505376344
376,11003.303856,left lower nasal sidewall,180.87719298245614,138.2719298245614,131.82456140350877
376,11003.303856,right lower nasal sidewall,183.0722891566265,138.81927710843374,132.32530120481928
376,11003.303856,left mid nasal sidewall,183.33333333333334,142.31034482758622,138.79310344827587
376,11003.303856,right mid nasal sidewall,185.2622950819672,142.11475409836066,136.55737704918033
376,11003.303856,philtrum,185.04395604395606,138.0,136.03296703296704
376,11003.303856,left upper lip,182.96026490066225,139.2185430463576,136.2317880794702
376,11003.303856,right upper lip,185.5,141.3153846153846,137.4
376,11003.303856,left nasolabial fold,188.72081218274113,148.4771573604061,142.66497461928935
376,11003.303856,right nasolabial fold,191.30722891566265,149.34939759036143,142.6144578313253
376,11003.303856,left temporal,96.86129753914989,74.1834451901566,70.99776286353467
376,11003.303856,right temporal,59.7071129707113,50.8744769874477,47.15899581589958
376,11003.303856,left malar,188.85882352941175,144.62245989304813,144.69304812834224
376,11003.303856,right malar,185.71788079470198,141.79735099337748,141.65033112582782
376,11003.303856,left lower cheek,153.88487282463186,122.44310575635876,119.12048192771084
376,11003.303856,right lower cheek,167.87914230019493,131.0,127.64522417153997
376,11003.303856,chin,163.56786271450858,130.17784711388455,126.87051482059282
376,11003.303856,left marionette fold,150.28308823529412,121.63970588235294,118.91911764705883
376,11003.303856,right marionette fold,155.62385321100916,124.90825688073394,120.25229357798165
377,11032.567962000001,lower medial forehead,214.73083475298125,171.56729131175467,170.38671209540033
377,11032.567962000001,left lower lateral forehead,194.07375,149.21625,146.4475
377,11032.567962000001,right lower lateral forehead,179.8682719546742,138.38668555240793,134.91784702549575
377,11032.567962000001,glabella,195.54415954415956,148.3105413105413,144.33475783475782
377,11032.567962000001,upper nasal dorsum,191.4368131868132,147.77472527472528,142.35714285714286
377,11032.567962000001,lower nasal dorsum,205.16556291390728,159.2185430463576,156.73509933774835
377,11032.567962000001,soft triangle,183.74324324324326,141.52702702702703,136.2027027027027
377,11032.567962000001,left ala,174.42045454545453,133.07954545454547,127.02272727272727
377,11032.567962000001,right ala,179.7826086956522,137.7536231884058,132.53623188405797
377,11032.567962000001,nasal tip,210.6421052631579,161.81052631578947,156.98947368421054
377,11032.567962000001,left lower nasal sidewall,181.1315789473684,138.359649122807,131.8859649122807
377,11032.567962000001,right lower nasal sidewall,183.45679012345678,138.76543209876544,132.41975308641975
377,11032.567962000001,left mid nasal sidewall,183.07142857142858,142.82142857142858,138.35714285714286
377,11032.567962000001,right mid nasal sidewall,185.671875,142.015625,136.6875
377,11032.567962000001,philtrum,185.1978021978022,137.9010989010989,135.97802197802199
377,11032.567962000001,left upper lip,182.6953642384106,139.09933774834437,135.97350993377484
377,11032.567962000001,right upper lip,185.80833333333334,141.75,137.09166666666667
377,11032.567962000001,left nasolabial fold,188.61928934010152,148.56852791878174,142.53807106598984
377,11032.567962000001,right nasolabial fold,191.44767441860466,149.37209302325581,142.40697674418604
377,11032.567962000001,left temporal,95.87074829931973,73.12698412698413,69.81632653061224
377,11032.567962000001,right temporal,59.96208530805687,50.75355450236967,46.388625592417064
377,11032.567962000001,left malar,188.61521972132905,144.4951768488746,144.83601286173632
377,11032.567962000001,right malar,186.1688654353562,142.15963060686016,142.25857519788917
377,11032.567962000001,left lower cheek,153.56857523302264,121.96271637816245,118.62316910785619
377,11032.567962000001,right lower cheek,167.41458733205374,130.77543186180424,127.55854126679462
377,11032.567962000001,chin,163.7937984496124,130.06821705426356,126.71937984496124
377,11032.567962000001,left marionette fold,149.98233215547702,121.15901060070671,118.43462897526501
377,11032.567962000001,right marionette fold,155.26760563380282,124.43661971830986,120.25821596244131
378,11061.832068000002,lower medial forehead,214.6951871657754,171.13547237076648,169.90374331550802
378,11061.832068000002,left lower lateral forehead,194.95337423312884,149.91901840490797,147.24662576687118
378,11061.832068000002,right lower lateral forehead,178.02272727272728,136.8778409090909,133.6377840909091
378,11061.832068000002,glabella,195.44729344729345,148.26638176638176,144.1937321937322
378,11061.832068000002,upper nasal dorsum,191.20604395604394,147.66758241758242,142.69505494505495
378,11061.832068000002,lower nasal dorsum,205.08609271523179,159.0,156.2913907284768
378,11061.832068000002,soft triangle,183.0,141.06756756756758,135.91216216216216
378,11061.832068000002,left ala,173.9764705882353,133.28235294117647,126.2
378,11061.832068000002,right ala,180.0144927536232,137.5072463768116,132.30434782608697
378,11061.832068000002,nasal tip,210.2842105263158,161.8842105263158,157.47368421052633
378,11061.832068000002,left lower nasal sidewall,181.62280701754386,138.24561403508773,131.53508771929825
378,11061.832068000002,right lower nasal sidewall,182.8641975308642,139.35802469135803,132.58024691358025
378,11061.832068000002,left mid nasal sidewall,183.3452380952381,142.6547619047619,138.52380952380952
378,11061.832068000002,right mid nasal sidewall,185.4126984126984,142.63492063492063,136.6984126984127
378,11061.832068000002,philtrum,184.64864864864865,137.35675675675677,135.76756756756757
378,11061.832068000002,left upper lip,183.30612244897958,139.80272108843536,137.02721088435374
378,11061.832068000002,right upper lip,187.69230769230768,143.69230769230768,138.5076923076923
378,11061.832068000002,left nasolabial fold,187.73039215686273,147.5441176470588,141.77450980392157
378,11061.832068000002,right nasolabial fold,190.6851851851852,148.8827160493827,142.08641975308643
378,11061.832068000002,left temporal,98.2088888888889,74.49333333333334,71.02444444444444
378,11061.832068000002,right temporal,60.431111111111115,51.355555555555554,46.973333333333336
378,11061.832068000002,left malar,188.72805139186295,144.42291220556746,144.627408993576
378,11061.832068000002,right malar,185.64768211920529,141.50728476821192,141.6728476821192
378,11061.832068000002,left lower cheek,154.16331994645248,122.38688085676037,119.0
378,11061.832068000002,right lower cheek,167.27852998065765,130.68858800773694,127.49323017408123
378,11061.832068000002,chin,163.74263565891474,129.9968992248062,127.0
378,11061.832068000002,left marionette fold,149.84452296819788,121.36042402826855,118.87632508833923
378,11061.832068000002,right marionette fold,155.79357798165137,124.74770642201835,119.88532110091744
379,11091.096174,lower medial forehead,215.0307167235495,171.5631399317406,170.42832764505118
379,11091.096174,left lower lateral forehead,194.135,149.205,146.31625
379,11091.096174,right lower lateral forehead,179.3914246196404,138.31258644536652,134.83540802213003
379,11091.096174,glabella,195.47249647390692,148.33991537376588,144.33709449929478
379,11091.096174,upper nasal dorsum,191.2912087912088,147.92307692307693,142.5412087912088
379,11091.096174,lower nasal dorsum,205.49006622516555,158.60264900662253,156.43046357615893
379,11091.096174,soft triangle,183.08783783783784,141.01351351351352,135.5472972972973
379,11091.096174,left ala,174.8372093023256,133.9418604651163,126.6046511627907
379,11091.096174,right ala,180.2753623188406,137.28985507246378,132.04347826086956
379,11091.096174,nasal tip,210.4,161.74736842105264,157.29473684210527
379,11091.096174,left lower nasal sidewall,181.2719298245614,138.44736842105263,132.0701754385965
379,11091.096174,right lower nasal sidewall,183.54320987654322,138.91358024691357,132.60493827160494
379,11091.096174,left mid nasal sidewall,183.17857142857142,142.63095238095238,138.73809523809524
379,11091.096174,right mid nasal sidewall,185.87301587301587,142.66666666666666,136.65079365079364
379,11091.096174,philtrum,185.70224719101122,139.76966292134833,136.38202247191012
379,11091.096174,left upper lip,183.78231292517006,139.55102040816325,136.75510204081633
379,11091.096174,right upper lip,186.71666666666667,143.38333333333333,138.55833333333334
379,11091.096174,left nasolabial fold,188.3248730964467,148.61421319796955,142.83756345177665
379,11091.096174,right nasolabial fold,190.78362573099415,148.8830409356725,141.69590643274853
379,11091.096174,left temporal,97.5210643015521,74.54545454545455,71.28824833702882
379,11091.096174,right temporal,60.73362445414847,51.262008733624455,47.08733624454148
379,11091.096174,left malar,188.62593783494106,144.5498392282958,144.65916398713827
379,11091.096174,right malar,184.29204693611473,140.82920469361147,140.73794002607562
379,11091.096174,left lower cheek,153.6271637816245,121.9387483355526,118.86151797603196
379,11091.096174,right lower cheek,167.28626692456479,130.6441005802708,127.42553191489361
379,11091.096174,chin,163.81288343558282,130.11656441717793,126.77760736196319
379,11091.096174,left marionette fold,150.06713780918727,121.24028268551237,118.65371024734982
379,11091.096174,right marionette fold,155.71559633027522,124.56422018348624,119.47247706422019
380,11120.36028,lower medial forehead,214.72105263157894,171.09824561403508,169.96842105263158
380,11120.36028,left lower lateral forehead,194.215,149.3025,146.4225
380,11120.36028,right lower lateral forehead,178.97058823529412,137.7408963585434,134.33193277310923
380,11120.36028,glabella,195.54700854700855,148.03561253561253,144.1011396011396
380,11120.36028,upper nasal dorsum,191.18406593406593,147.82417582417582,142.57142857142858
380,11120.36028,lower nasal dorsum,205.33548387096775,159.08387096774194,156.39354838709679
380,11120.36028,soft triangle,184.79054054054055,142.3108108108108,137.02702702702703
380,11120.36028,left ala,174.21176470588236,133.01176470588234,126.6470588235294
380,11120.36028,right ala,180.1159420289855,137.59420289855072,131.94202898550725
380,11120.36028,nasal tip,210.08333333333334,161.73958333333334,157.11458333333334
380,11120.36028,left lower nasal sidewall,180.9561403508772,138.47368421052633,131.9561403508772
380,11120.36028,right lower nasal sidewall,183.65432098765433,139.0,132.34567901234567
380,11120.36028,left mid nasal sidewall,183.35714285714286,142.92857142857142,138.83333333333334
380,11120.36028,right mid nasal sidewall,185.515625,142.5625,136.671875
380,11120.36028,philtrum,184.6,137.14594594594595,135.15675675675675
380,11120.36028,left upper lip,183.45578231292518,140.0748299319728,136.93197278911563
380,11120.36028,right upper lip,186.7479674796748,142.7479674796748,138.01626016260164
380,11120.36028,left nasolabial fold,187.62745098039215,147.72549019607843,142.01960784313727
380,11120.36028,right nasolabial fold,191.475,149.69375,142.59375
380,11120.36028,left temporal,98.40178571428571,75.16964285714286,71.96205357142857
380,11120.36028,right temporal,61.828054298642535,52.09049773755656,47.31674208144796
380,11120.36028,left malar,189.09580193756727,144.73950484391818,144.94617868675996
380,11120.36028,right malar,185.99076517150397,142.17678100263853,141.95118733509236
380,11120.36028,left lower cheek,153.58588548601864,122.17043941411451,118.75233022636485
380,11120.36028,right lower cheek,166.64299065420562,130.61682242990653,127.41869158878505
380,11120.36028,chin,163.77029096477796,130.09494640122512,127.04747320061256
380,11120.36028,left marionette fold,149.85069444444446,121.31597222222223,118.54166666666667
380,11120.36028,right marionette fold,155.75342465753425,124.9269406392694,119.95433789954338
381,11149.624386000001,lower medial forehead,214.72727272727272,171.30594405594405,169.96678321678323
381,11149.624386000001,left lower lateral forehead,194.1405269761606,149.24341279799248,146.65119196988707
381,11149.624386000001,right lower lateral forehead,179.54107648725213,138.30736543909347,134.671388101983
381,11149.624386000001,glabella,195.39775910364145,148.23949579831933,143.94117647058823
381,11149.624386000001,upper nasal dorsum,191.12983425414365,147.99447513812154,142.69337016574585
381,11149.624386000001,lower nasal dorsum,205.51612903225808,158.8774193548387,156.31612903225806
381,11149.624386000001,soft triangle,182.8724832214765,140.46979865771812,135.35570469798657
381,11149.624386000001,left ala,174.57954545454547,133.22727272727272,126.625
381,11149.624386000001,right ala,180.46153846153845,137.03076923076924,132.41538461538462
381,11149.624386000001,nasal tip,210.16161616161617,161.5252525252525,156.91919191919192
381,11149.624386000001,left lower nasal sidewall,181.640350877193,138.21929824561403,131.859649122807
381,11149.624386000001,right lower nasal sidewall,183.49397590361446,138.75903614457832,132.55421686746988
381,11149.624386000001,left mid nasal sidewall,184.02247191011236,142.68539325842696,138.58426966292134
381,11149.624386000001,right mid nasal sidewall,185.625,142.390625,137.203125
381,11149.624386000001,philtrum,185.21978021978023,138.2032967032967,135.85714285714286
381,11149.624386000001,left upper lip,182.99333333333334,139.81333333333333,136.61333333333334
381,11149.624386000001,right upper lip,187.02608695652174,144.1304347826087,139.33913043478262
381,11149.624386000001,left nasolabial fold,188.54314720812184,148.28426395939087,142.75634517766497
381,11149.624386000001,right nasolabial fold,190.94767441860466,149.6860465116279,142.9127906976744
381,11149.624386000001,left temporal,96.03181818181818,73.39545454545454,69.77272727272727
381,11149.624386000001,right temporal,61.693333333333335,51.78666666666667,48.00888888888889
381,11149.624386000001,left malar,188.78354978354977,144.732683982684,144.78030303030303
381,11149.624386000001,right malar,186.17810026385223,142.15699208443272,142.00263852242745
381,11149.624386000001,left lower cheek,153.7323568575233,122.24900133155792,118.79360852197071
381,11149.624386000001,right lower cheek,167.35700575815738,130.77351247600768,127.42226487523992
381,11149.624386000001,chin,163.92558139534884,130.14108527131782,126.92868217054263
381,11149.624386000001,left marionette fold,149.82918149466192,121.51957295373666,118.91459074733096
381,11149.624386000001,right marionette fold,155.5305164319249,124.62910798122066,119.83098591549296
382,11178.888492,lower medial forehead,214.8280701754386,171.33859649122806,170.16491228070174
382,11178.888492,left lower lateral forehead,194.27352572145546,149.46925972396488,146.5934755332497
382,11178.888492,right lower lateral forehead,179.15546218487395,137.81932773109244,134.4747899159664
382,11178.888492,glabella,195.15650969529085,147.92797783933517,143.89612188365652
382,11178.888492,upper nasal dorsum,190.98071625344352,147.831955922865,142.46005509641873
382,11178.888492,lower nasal dorsum,205.18064516129033,159.0774193548387,156.32903225806453
382,11178.888492,soft triangle,185.10638297872342,142.61702127659575,137.73758865248226
382,11178.888492,left ala,174.52272727272728,132.88636363636363,126.55681818181819
382,11178.888492,right ala,178.22222222222223,135.68253968253967,130.8095238095238
382,11178.888492,nasal tip,209.7979797979798,161.84848484848484,156.96969696969697
382,11178.888492,left lower nasal sidewall,181.62280701754386,138.58771929824562,131.73684210526315
382,11178.888492,right lower nasal sidewall,183.56626506024097,139.0120481927711,132.24096385542168
382,11178.888492,left mid nasal sidewall,183.67045454545453,143.1931818181818,138.6590909090909
382,11178.888492,right mid nasal sidewall,184.98387096774192,142.40322580645162,137.19354838709677
382,11178.888492,philtrum,185.1098901098901,138.0,135.4010989010989
382,11178.888492,left upper lip,183.02649006622516,139.58940397350995,136.3708609271523
382,11178.888492,right upper lip,186.94871794871796,143.64102564102564,138.72649572649573
382,11178.888492,left nasolabial fold,188.42131979695432,148.38071065989848,142.86294416243655
382,11178.888492,right nasolabial fold,192.29268292682926,150.10365853658536,142.82926829268294
382,11178.888492,left temporal,96.42045454545455,73.39772727272727,69.725
382,11178.888492,right temporal,60.01932367149758,50.82125603864734,47.18357487922705
382,11178.888492,left malar,188.94588744588745,144.728354978355,144.87337662337663
382,11178.888492,right malar,186.2005277044855,142.12532981530342,142.04221635883906
382,11178.888492,left lower cheek,150.455938697318,121.21455938697318,117.7675606641124
382,11178.888492,right lower cheek,168.32380952380953,131.34666666666666,127.58666666666667
382,11178.888492,chin,163.75696594427245,130.1934984520124,127.3560371517028
382,11178.888492,left marionette fold,149.27491408934708,121.18900343642612,118.43298969072166
382,11178.888492,right marionette fold,156.70093457943926,125.55140186915888,120.58878504672897
383,11208.152598,lower medial forehead,215.01573426573427,171.3583916083916,170.0734265734266
383,11208.152598,left lower lateral forehead,194.28732747804267,149.5382685069009,146.61104140526976
383,11208.152598,right lower lateral forehead,179.01540616246498,138.00280112044817,134.26330532212884
383,11208.152598,glabella,195.12222222222223,148.0222222222222,143.8111111111111
383,11208.152598,upper nasal dorsum,190.86885245901638,148.09016393442624,142.78961748633878
383,11208.152598,lower nasal dorsum,205.4248366013072,158.5686274509804,155.7058823529412
383,11208.152598,soft triangle,183.50993377483445,141.17218543046357,136.0728476821192
383,11208.152598,left ala,173.816091954023,132.6206896551724,126.16091954022988
383,11208.152598,right ala,180.43076923076924,137.63076923076923,132.13846153846154
383,11208.152598,nasal tip,210.17171717171718,161.57575757575756,157.02020202020202
383,11208.152598,left lower nasal sidewall,181.3684210526316,138.81578947368422,131.89473684210526
383,11208.152598,right lower nasal sidewall,183.7710843373494,138.96385542168676,133.06024096385542
383,11208.152598,left mid nasal sidewall,183.9390243902439,142.52439024390245,138.109756097561
